kontrakty godzinowe RDN dla okresu od;2016-12-31;do;2020-06-30;

data obrotu;data dostawy;godzina dostawy;kurs fixingu I (PLN/MWh);wolumen fixingu I (MWh);kurs fixingu II (PLN/MWh);wolumen fixingu II (MWh);kurs notowan ciaglych (PLN/MWh);wolumen notowan ciaglych (MWh)
2017-01-14;2017-01-15;05;116.65;2030.80;119.08;630.00;-;-
2017-01-14;2017-01-15;06;120.00;2067.50;125.05;557.40;-;-
2017-01-14;2017-01-15;07;124.09;2121.00;126.75;282.30;-;-
2017-01-14;2017-01-15;08;131.16;2018.60;133.10;194.20;-;-
2017-01-14;2017-01-15;09;133.23;1849.60;134.33;580.40;-;-
2017-01-14;2017-01-15;10;147.37;2175.90;140.44;966.80;-;-
2017-01-14;2017-01-15;11;151.00;2309.30;148.18;1102.40;-;-
2017-01-14;2017-01-15;12;157.09;2479.80;157.10;1102.50;-;-
2017-01-14;2017-01-15;13;158.20;2572.90;164.49;1112.00;-;-
2017-01-14;2017-01-15;14;158.33;2569.00;159.30;1111.30;-;-
2017-01-14;2017-01-15;15;151.61;2553.10;154.99;1114.10;-;-
2017-01-14;2017-01-15;16;155.00;2579.40;160.09;1114.70;-;-
2017-01-14;2017-01-15;17;160.43;2171.20;169.68;1123.20;-;-
2017-01-14;2017-01-15;18;168.28;2393.60;187.84;924.20;180.00;10.00
2017-01-14;2017-01-15;19;168.23;2440.20;183.35;935.90;168.23;4.00
2017-01-14;2017-01-15;20;168.21;2566.20;174.25;1072.70;168.21;4.00
2017-01-14;2017-01-15;21;161.05;2192.00;166.60;1112.10;-;-
2017-01-14;2017-01-15;22;158.07;2563.90;164.23;1108.10;-;-
2017-01-14;2017-01-15;23;146.75;2235.10;139.47;1061.10;-;-
2017-01-14;2017-01-15;24;145.76;1757.70;136.79;1009.10;-;-
2017-01-15;2017-01-16;01;135.01;2362.60;136.16;365.00;135.70;71.30
2017-01-15;2017-01-16;02;134.81;2304.50;135.86;365.00;136.56;215.00
2017-01-15;2017-01-16;03;134.81;2301.30;135.81;365.00;136.38;195.00
2017-01-15;2017-01-16;04;134.80;2338.30;135.81;364.90;136.47;190.00
2017-01-15;2017-01-16;05;134.95;2349.40;136.55;592.30;135.05;29.10
2017-01-15;2017-01-16;06;146.70;2631.10;147.92;644.80;147.25;20.00
2017-01-15;2017-01-16;07;150.97;2446.00;170.69;785.20;151.00;15.00
2017-01-15;2017-01-16;08;200.34;1569.90;205.69;600.30;205.14;140.70
2017-01-15;2017-01-16;09;210.01;1667.40;211.46;351.50;212.19;37.20
2017-01-15;2017-01-16;10;222.10;1827.90;247.46;503.00;222.10;5.00
2017-01-15;2017-01-16;11;220.00;1909.20;264.08;555.30;220.00;5.00
2017-01-15;2017-01-16;12;230.89;1852.30;255.64;633.80;230.89;5.00
2017-01-15;2017-01-16;13;230.89;1960.80;250.80;736.20;230.89;5.00
2017-01-15;2017-01-16;14;259.60;1974.70;266.50;855.40;261.62;94.90
2017-01-15;2017-01-16;15;225.73;1947.00;268.35;585.90;225.73;82.00
2017-01-15;2017-01-16;16;208.86;1947.80;258.15;587.70;210.52;50.00
2017-01-15;2017-01-16;17;260.00;2142.60;384.21;228.50;410.77;41.80
2017-01-15;2017-01-16;18;337.45;1810.30;514.98;212.70;521.96;37.90
2017-01-15;2017-01-16;19;274.10;2016.20;364.25;374.90;274.10;5.00
2017-01-15;2017-01-16;20;260.00;2091.60;247.99;963.80;260.90;38.80
2017-01-15;2017-01-16;21;207.62;1937.90;192.50;993.80;212.00;30.00
2017-01-15;2017-01-16;22;188.43;2129.00;160.01;1092.30;184.66;71.00
2017-01-15;2017-01-16;23;158.10;3562.20;140.75;1102.90;150.00;17.00
2017-01-15;2017-01-16;24;150.20;3485.40;136.79;1034.20;-;-
2017-01-16;2017-01-17;01;146.82;2396.90;135.54;180.70;-;-
2017-01-16;2017-01-17;02;144.55;2178.20;135.44;182.90;-;-
2017-01-16;2017-01-17;03;143.53;2253.50;140.02;170.00;-;-
2017-01-16;2017-01-17;04;143.95;2287.20;135.98;165.00;-;-
2017-01-16;2017-01-17;05;144.56;2206.60;140.52;160.10;-;-
2017-01-16;2017-01-17;06;147.37;2781.10;142.80;262.20;-;-
2017-01-16;2017-01-17;07;154.61;2452.50;147.06;180.50;-;-
2017-01-16;2017-01-17;08;209.77;1390.90;211.82;379.10;210.00;10.00
2017-01-16;2017-01-17;09;223.00;1563.30;257.21;273.80;268.45;69.30
2017-01-16;2017-01-17;10;260.00;1631.40;295.47;295.20;311.99;76.30
2017-01-16;2017-01-17;11;260.00;1705.00;290.29;413.60;312.25;76.20
2017-01-16;2017-01-17;12;279.54;1672.60;310.36;600.90;313.33;11.10
2017-01-16;2017-01-17;13;269.00;1715.00;299.03;561.30;308.70;14.50
2017-01-16;2017-01-17;14;269.49;1758.10;289.72;669.90;270.00;1.80
2017-01-16;2017-01-17;15;247.88;1591.90;242.16;613.50;248.00;1.20
2017-01-16;2017-01-17;16;221.98;1632.00;213.05;614.50;210.00;25.00
2017-01-16;2017-01-17;17;326.21;1768.40;328.89;686.50;-;-
2017-01-16;2017-01-17;18;390.31;1452.90;432.38;764.60;390.00;10.00
2017-01-16;2017-01-17;19;341.00;1704.00;301.66;719.10;-;-
2017-01-16;2017-01-17;20;306.34;1754.70;206.46;846.10;229.26;110.00
2017-01-16;2017-01-17;21;210.07;1554.20;194.08;1135.20;-;-
2017-01-16;2017-01-17;22;168.74;1365.60;163.83;1106.30;-;-
2017-01-16;2017-01-17;23;152.16;2487.70;133.44;1190.20;-;-
2017-01-16;2017-01-17;24;147.85;2756.30;133.31;1206.30;140.00;75.00
2017-01-17;2017-01-18;01;147.31;3126.80;139.49;189.70;-;-
2017-01-17;2017-01-18;02;145.00;2700.50;140.23;200.50;-;-
2017-01-17;2017-01-18;03;140.05;2444.90;139.12;156.10;-;-
2017-01-17;2017-01-18;04;140.08;2432.30;139.15;162.20;-;-
2017-01-17;2017-01-18;05;141.19;2438.60;140.48;300.20;-;-
2017-01-17;2017-01-18;06;147.29;2977.00;147.63;343.10;-;-
2017-01-17;2017-01-18;07;159.79;2823.50;159.58;391.60;-;-
2017-01-17;2017-01-18;08;195.65;1475.20;189.70;526.00;200.00;12.00
2017-01-17;2017-01-18;09;210.09;1372.60;195.31;673.40;-;-
2017-01-17;2017-01-18;10;225.65;1492.20;223.06;675.30;223.01;5.30
2017-01-17;2017-01-18;11;214.68;1573.50;214.47;756.60;-;-
2017-01-17;2017-01-18;12;207.82;1647.60;213.11;928.80;-;-
2017-01-17;2017-01-18;13;200.32;1616.80;202.06;920.10;-;-
2017-01-17;2017-01-18;14;200.00;1667.90;201.93;905.30;-;-
2017-01-17;2017-01-18;15;194.98;1618.40;196.80;861.50;-;-
2017-01-17;2017-01-18;16;189.95;1748.30;191.62;857.20;-;-
2017-01-17;2017-01-18;17;210.27;1790.90;208.50;975.90;-;-
2017-01-17;2017-01-18;18;273.01;1731.30;245.37;944.20;234.00;25.00
2017-01-17;2017-01-18;19;205.87;1648.10;195.35;977.10;-;-
2017-01-17;2017-01-18;20;195.76;1715.70;193.16;1070.40;-;-
2017-01-17;2017-01-18;21;182.18;1540.90;175.75;812.70;175.00;27.00
2017-01-17;2017-01-18;22;163.67;1732.80;164.84;1116.20;-;-
2017-01-17;2017-01-18;23;148.99;3502.20;140.07;1207.20;145.00;10.00
2017-01-17;2017-01-18;24;146.81;3141.40;133.98;1154.40;-;-
2017-01-18;2017-01-19;01;141.70;2359.10;140.36;194.80;-;-
2017-01-18;2017-01-19;02;140.00;2512.40;138.94;181.90;-;-
2017-01-18;2017-01-19;03;133.63;2280.70;130.80;199.30;-;-
2017-01-18;2017-01-19;04;133.54;2129.70;130.76;199.30;-;-
2017-01-18;2017-01-19;05;133.87;2296.60;133.76;181.10;-;-
2017-01-18;2017-01-19;06;142.23;1997.60;140.66;217.90;-;-
2017-01-18;2017-01-19;07;149.40;2527.90;141.26;411.30;-;-
2017-01-18;2017-01-19;08;176.98;1676.80;200.96;724.20;186.43;59.10
2017-01-18;2017-01-19;09;182.83;1507.90;177.34;685.60;178.00;16.40
2017-01-18;2017-01-19;10;187.90;1545.30;203.11;717.10;190.00;10.00
2017-01-18;2017-01-19;11;183.33;1624.00;199.65;820.90;190.00;49.20
2017-01-18;2017-01-19;12;182.92;1522.50;199.25;799.80;190.00;59.60
2017-01-18;2017-01-19;13;183.40;1607.80;199.38;825.20;190.00;52.60
2017-01-18;2017-01-19;14;185.50;1587.10;198.81;832.70;189.22;53.20
2017-01-18;2017-01-19;15;178.38;1690.00;195.31;692.00;189.02;75.20
2017-01-18;2017-01-19;16;177.43;1624.10;195.09;688.80;191.39;104.50
2017-01-18;2017-01-19;17;188.99;1623.50;205.12;758.10;192.00;19.90
2017-01-18;2017-01-19;18;210.17;1482.10;210.21;699.90;-;-
2017-01-18;2017-01-19;19;194.44;1768.80;210.08;703.10;-;-
2017-01-18;2017-01-19;20;184.34;1830.30;199.51;776.20;191.26;70.00
2017-01-18;2017-01-19;21;177.32;1734.80;182.33;882.80;175.93;55.00
2017-01-18;2017-01-19;22;157.39;2035.00;165.37;1150.10;-;-
2017-01-18;2017-01-19;23;145.51;2837.10;135.30;1097.40;-;-
2017-01-18;2017-01-19;24;141.48;2371.80;131.84;1231.30;139.80;6.00
2017-01-19;2017-01-20;01;139.61;2015.30;139.49;198.10;-;-
2017-01-19;2017-01-20;02;134.56;1807.00;134.11;205.10;-;-
2017-01-19;2017-01-20;03;134.72;1930.70;134.17;202.10;-;-
2017-01-19;2017-01-20;04;134.73;1931.80;134.16;202.10;-;-
2017-01-19;2017-01-20;05;135.12;2303.90;134.58;182.10;-;-
2017-01-19;2017-01-20;06;143.36;2087.20;142.74;202.10;-;-
2017-01-19;2017-01-20;07;150.68;2564.70;152.77;478.70;-;-
2017-01-19;2017-01-20;08;195.73;1730.30;193.33;554.80;-;-
2017-01-19;2017-01-20;09;203.66;1715.20;189.78;678.10;202.95;35.00
2017-01-19;2017-01-20;10;210.22;2087.40;210.57;693.50;210.57;1.60
2017-01-19;2017-01-20;11;204.97;2081.80;202.10;693.40;205.00;20.00
2017-01-19;2017-01-20;12;207.41;2101.30;203.51;698.50;207.41;1.70
2017-01-19;2017-01-20;13;205.45;2006.50;198.68;678.30;205.40;20.00
2017-01-19;2017-01-20;14;202.33;1855.40;193.29;677.90;202.00;30.00
2017-01-19;2017-01-20;15;197.46;1880.70;190.57;677.30;-;-
2017-01-19;2017-01-20;16;195.05;1713.70;188.47;677.60;-;-
2017-01-19;2017-01-20;17;202.87;1930.40;187.63;693.00;201.83;40.00
2017-01-19;2017-01-20;18;217.88;1742.90;198.03;748.50;216.89;40.00
2017-01-19;2017-01-20;19;206.28;1745.00;195.61;832.10;205.83;35.00
2017-01-19;2017-01-20;20;195.58;1749.70;189.52;839.90;-;-
2017-01-19;2017-01-20;21;181.93;1879.80;171.89;973.60;-;-
2017-01-19;2017-01-20;22;167.60;2112.80;155.62;1175.30;-;-
2017-01-19;2017-01-20;23;150.67;2925.80;141.33;1250.00;148.50;30.00
2017-01-19;2017-01-20;24;143.66;2381.30;136.99;1230.10;147.66;19.90
2017-01-20;2017-01-21;01;139.99;1841.90;139.19;236.10;135.82;30.00
2017-01-20;2017-01-21;02;133.85;1992.30;135.00;216.10;133.85;23.10
2017-01-20;2017-01-21;03;133.09;2086.90;131.91;237.50;133.09;18.00
2017-01-20;2017-01-21;04;133.17;2078.20;134.50;282.20;133.17;14.00
2017-01-20;2017-01-21;05;133.86;2074.70;135.24;273.70;-;-
2017-01-20;2017-01-21;06;142.98;2006.20;140.61;350.70;141.64;126.10
2017-01-20;2017-01-21;07;145.78;2086.30;147.04;426.20;146.02;17.80
2017-01-20;2017-01-21;08;149.90;2572.70;142.48;868.00;147.41;54.70
2017-01-20;2017-01-21;09;167.96;2477.90;152.16;1136.70;167.96;8.70
2017-01-20;2017-01-21;10;189.16;2622.70;165.26;1042.30;189.16;8.20
2017-01-20;2017-01-21;11;208.75;2925.60;195.00;1208.70;208.75;9.10
2017-01-20;2017-01-21;12;223.22;2997.80;209.01;1230.00;223.22;8.80
2017-01-20;2017-01-21;13;218.88;2932.40;202.62;1167.80;218.88;9.20
2017-01-20;2017-01-21;14;209.56;2905.00;189.52;1116.20;209.56;9.60
2017-01-20;2017-01-21;15;194.99;3260.10;170.51;1133.80;194.34;30.40
2017-01-20;2017-01-21;16;194.99;2764.70;175.64;1108.90;194.99;10.50
2017-01-20;2017-01-21;17;264.11;2915.30;210.68;1275.70;248.68;75.00
2017-01-20;2017-01-21;18;301.11;2735.00;267.22;1243.80;295.79;334.10
2017-01-20;2017-01-21;19;301.09;2909.90;250.19;1329.80;290.22;315.70
2017-01-20;2017-01-21;20;242.35;2906.00;210.90;1385.40;223.82;159.90
2017-01-20;2017-01-21;21;186.84;3212.10;179.49;1125.40;186.84;8.10
2017-01-20;2017-01-21;22;167.74;2681.00;152.51;1360.70;167.74;21.30
2017-01-20;2017-01-21;23;153.74;2009.40;134.03;1214.50;153.74;29.80
2017-01-20;2017-01-21;24;146.17;1883.00;133.90;1220.20;146.17;27.30
2017-01-21;2017-01-22;01;147.70;2314.10;148.88;395.10;-;-
2017-01-21;2017-01-22;02;137.91;2259.50;148.87;395.10;-;-
2017-01-21;2017-01-22;03;136.14;2418.60;147.61;151.40;-;-
2017-01-21;2017-01-22;04;133.50;2448.60;136.00;167.20;-;-
2017-01-21;2017-01-22;05;135.09;2424.40;136.01;166.30;-;-
2017-01-21;2017-01-22;06;136.10;2397.60;136.20;131.00;-;-
2017-01-21;2017-01-22;07;131.55;2404.60;138.26;173.30;-;-
2017-01-21;2017-01-22;08;131.63;2490.60;148.77;348.30;-;-
2017-01-21;2017-01-22;09;135.29;1986.10;148.64;537.90;135.29;7.00
2017-01-21;2017-01-22;10;161.20;2078.10;151.63;847.30;-;-
2017-01-21;2017-01-22;11;169.37;2384.30;153.83;1019.90;-;-
2017-01-21;2017-01-22;12;169.84;2593.30;153.61;1014.90;-;-
2017-01-21;2017-01-22;13;169.07;2083.60;153.91;1022.80;-;-
2017-01-21;2017-01-22;14;163.00;2182.10;148.73;1024.70;142.00;30.00
2017-01-21;2017-01-22;15;157.02;2094.80;146.40;1025.90;-;-
2017-01-21;2017-01-22;16;162.14;2193.50;145.69;970.70;-;-
2017-01-21;2017-01-22;17;169.10;2169.70;153.74;878.70;-;-
2017-01-21;2017-01-22;18;177.27;2502.30;154.13;828.70;-;-
2017-01-21;2017-01-22;19;186.09;2497.60;158.13;856.90;-;-
2017-01-21;2017-01-22;20;169.13;2285.40;153.78;886.50;-;-
2017-01-21;2017-01-22;21;168.03;1945.40;170.88;1064.30;-;-
2017-01-21;2017-01-22;22;151.44;2660.40;134.44;1119.00;-;-
2017-01-21;2017-01-22;23;145.20;1807.90;134.88;1194.00;-;-
2017-01-21;2017-01-22;24;135.64;2172.30;125.65;1061.90;-;-
2017-01-22;2017-01-23;01;135.92;2434.00;140.62;127.50;135.92;5.00
2017-01-22;2017-01-23;02;135.54;2340.40;136.04;159.80;135.54;5.00
2017-01-22;2017-01-23;03;134.09;2391.80;135.96;153.90;134.09;5.00
2017-01-22;2017-01-23;04;135.13;2396.10;136.04;161.00;135.13;5.00
2017-01-22;2017-01-23;05;135.76;2501.40;136.11;150.40;-;-
2017-01-22;2017-01-23;06;146.02;2464.30;147.95;230.90;-;-
2017-01-22;2017-01-23;07;152.41;2664.60;169.12;376.30;-;-
2017-01-22;2017-01-23;08;180.55;1550.00;176.06;661.00;180.55;5.00
2017-01-22;2017-01-23;09;196.34;1494.80;195.40;742.00;197.00;5.00
2017-01-22;2017-01-23;10;210.86;1540.50;226.03;676.90;211.00;20.00
2017-01-22;2017-01-23;11;209.63;1616.30;205.20;914.30;210.57;35.00
2017-01-22;2017-01-23;12;214.89;1736.20;217.95;932.10;215.38;40.00
2017-01-22;2017-01-23;13;206.91;1577.30;201.73;910.40;207.25;40.00
2017-01-22;2017-01-23;14;214.97;1775.80;225.33;948.90;215.00;5.00
2017-01-22;2017-01-23;15;198.00;1557.70;198.08;731.70;198.00;5.00
2017-01-22;2017-01-23;16;192.11;1545.40;192.41;702.10;192.11;5.00
2017-01-22;2017-01-23;17;209.64;1553.90;207.75;704.50;209.64;5.00
2017-01-22;2017-01-23;18;248.00;1452.30;233.29;688.20;248.00;20.00
2017-01-22;2017-01-23;19;196.57;1447.40;195.58;677.40;196.57;15.00
2017-01-22;2017-01-23;20;196.58;1478.00;195.53;713.00;196.58;5.00
2017-01-22;2017-01-23;21;181.89;1499.50;171.80;915.40;181.89;5.00
2017-01-22;2017-01-23;22;164.10;1346.50;161.74;1174.90;164.10;13.00
2017-01-22;2017-01-23;23;147.54;2706.90;137.74;1183.10;147.54;5.00
2017-01-22;2017-01-23;24;141.85;2541.20;135.94;1163.10;141.85;5.00
2017-01-23;2017-01-24;01;143.70;2548.20;148.40;333.40;150.00;3.60
2017-01-23;2017-01-24;02;142.00;2407.20;144.53;296.00;-;-
2017-01-23;2017-01-24;03;137.73;2269.20;139.38;288.00;-;-
2017-01-23;2017-01-24;04;137.95;2243.60;139.60;284.00;-;-
2017-01-23;2017-01-24;05;142.00;2332.80;144.61;299.80;-;-
2017-01-23;2017-01-24;06;145.00;2461.50;147.99;363.50;150.00;1.10
2017-01-23;2017-01-24;07;150.62;2492.50;170.63;734.70;158.79;63.90
2017-01-23;2017-01-24;08;185.36;1430.30;197.47;435.00;-;-
2017-01-23;2017-01-24;09;210.72;1638.30;215.64;581.30;-;-
2017-01-23;2017-01-24;10;214.13;1487.60;214.20;615.70;-;-
2017-01-23;2017-01-24;11;210.85;1434.90;212.53;694.20;-;-
2017-01-23;2017-01-24;12;222.97;1721.80;223.05;767.20;-;-
2017-01-23;2017-01-24;13;225.14;1679.00;250.01;711.20;230.00;1.00
2017-01-23;2017-01-24;14;228.20;1755.10;250.66;646.00;241.28;88.30
2017-01-23;2017-01-24;15;210.37;1569.60;214.50;783.80;-;-
2017-01-23;2017-01-24;16;211.33;1784.60;206.70;601.10;213.00;60.00
2017-01-23;2017-01-24;17;239.99;1790.50;283.93;641.00;253.97;116.50
2017-01-23;2017-01-24;18;324.07;1737.80;326.18;805.90;-;-
2017-01-23;2017-01-24;19;289.74;1752.70;284.68;912.80;-;-
2017-01-23;2017-01-24;20;224.37;1645.60;216.30;905.10;-;-
2017-01-23;2017-01-24;21;198.38;1580.50;195.57;843.20;-;-
2017-01-23;2017-01-24;22;179.00;1614.70;178.30;889.60;179.87;57.50
2017-01-23;2017-01-24;23;151.18;2470.20;137.01;1210.90;-;-
2017-01-23;2017-01-24;24;143.70;2254.90;136.66;1233.10;-;-
2017-01-24;2017-01-25;01;145.17;1931.40;145.94;252.30;-;-
2017-01-24;2017-01-25;02;142.54;1771.70;144.15;238.70;-;-
2017-01-24;2017-01-25;03;138.53;1759.10;136.41;284.90;138.07;75.90
2017-01-24;2017-01-25;04;138.10;1684.10;136.61;287.10;138.02;81.80
2017-01-24;2017-01-25;05;144.24;1728.80;148.81;379.50;-;-
2017-01-24;2017-01-25;06;148.38;2118.50;149.83;485.40;-;-
2017-01-24;2017-01-25;07;154.13;1788.10;169.89;736.40;154.87;11.70
2017-01-24;2017-01-25;08;185.74;1323.10;181.68;564.70;185.74;1.80
2017-01-24;2017-01-25;09;213.61;1730.30;202.23;559.50;213.61;1.80
2017-01-24;2017-01-25;10;232.94;1376.50;258.41;698.00;240.00;25.00
2017-01-24;2017-01-25;11;219.65;1327.00;245.57;694.80;219.65;2.80
2017-01-24;2017-01-25;12;249.99;1490.00;271.82;792.40;257.99;62.10
2017-01-24;2017-01-25;13;250.00;1538.70;267.65;840.70;260.00;20.00
2017-01-24;2017-01-25;14;253.47;1620.10;266.34;757.90;-;-
2017-01-24;2017-01-25;15;216.51;1399.80;240.66;745.10;250.00;15.00
2017-01-24;2017-01-25;16;210.12;1304.30;204.90;711.10;210.32;11.80
2017-01-24;2017-01-25;17;291.40;1602.00;290.44;783.80;286.69;21.80
2017-01-24;2017-01-25;18;449.51;1696.60;489.73;741.40;446.82;21.70
2017-01-24;2017-01-25;19;320.71;1624.50;320.81;865.20;313.07;21.70
2017-01-24;2017-01-25;20;254.55;1633.10;264.76;920.50;242.48;31.70
2017-01-24;2017-01-25;21;196.98;1414.00;196.66;784.50;196.99;1.90
2017-01-24;2017-01-25;22;177.28;1399.40;165.95;1075.00;177.28;1.60
2017-01-24;2017-01-25;23;153.74;2443.70;153.33;1185.20;153.74;1.70
2017-01-24;2017-01-25;24;149.80;2511.30;149.78;1287.90;149.80;1.70
2017-01-25;2017-01-26;01;148.31;2482.30;149.31;396.20;-;-
2017-01-25;2017-01-26;02;145.44;2172.30;146.31;355.80;-;-
2017-01-25;2017-01-26;03;144.55;2509.50;145.27;333.70;-;-
2017-01-25;2017-01-26;04;144.54;2495.60;145.28;349.40;-;-
2017-01-25;2017-01-26;05;145.44;2556.50;146.35;393.90;-;-
2017-01-25;2017-01-26;06;148.45;2687.70;149.43;441.00;149.00;2.10
2017-01-25;2017-01-26;07;151.86;2056.00;163.41;738.20;-;-
2017-01-25;2017-01-26;08;180.53;1591.00;197.65;449.30;-;-
2017-01-25;2017-01-26;09;197.44;1593.40;204.77;606.50;-;-
2017-01-25;2017-01-26;10;199.85;1491.60;204.77;693.40;-;-
2017-01-25;2017-01-26;11;210.68;1593.20;208.88;869.50;200.00;25.00
2017-01-25;2017-01-26;12;229.79;1746.70;228.01;1072.70;240.00;10.00
2017-01-25;2017-01-26;13;224.65;1720.70;220.72;1073.60;240.00;10.00
2017-01-25;2017-01-26;14;219.04;1699.80;207.35;1110.10;211.43;35.00
2017-01-25;2017-01-26;15;209.41;1921.40;204.77;1135.70;-;-
2017-01-25;2017-01-26;16;209.50;1897.80;204.25;981.00;-;-
2017-01-25;2017-01-26;17;226.07;1624.60;210.67;995.10;-;-
2017-01-25;2017-01-26;18;269.25;1783.70;230.28;957.90;240.00;30.00
2017-01-25;2017-01-26;19;212.02;1552.60;204.55;629.10;211.98;35.20
2017-01-25;2017-01-26;20;197.56;1438.10;195.03;1172.80;205.62;32.50
2017-01-25;2017-01-26;21;180.31;1621.60;176.64;1247.10;-;-
2017-01-25;2017-01-26;22;170.88;1626.80;170.96;1368.40;-;-
2017-01-25;2017-01-26;23;148.79;2985.70;147.64;1244.20;-;-
2017-01-25;2017-01-26;24;145.41;2631.30;146.85;1424.40;-;-
2017-01-26;2017-01-27;01;144.38;2398.80;145.27;421.00;143.00;45.00
2017-01-26;2017-01-27;02;142.35;2175.50;143.34;396.00;143.00;5.00
2017-01-26;2017-01-27;03;138.88;1859.30;142.99;388.30;142.89;5.00
2017-01-26;2017-01-27;04;137.16;1798.80;142.05;396.50;141.89;5.00
2017-01-26;2017-01-27;05;142.01;2043.80;143.39;436.70;143.00;5.00
2017-01-26;2017-01-27;06;144.38;2409.00;145.35;368.10;143.40;25.00
2017-01-26;2017-01-27;07;150.92;2089.40;150.92;519.20;152.00;5.00
2017-01-26;2017-01-27;08;183.15;1683.60;196.73;566.90;191.71;35.00
2017-01-26;2017-01-27;09;210.16;1806.30;201.83;958.40;200.00;5.00
2017-01-26;2017-01-27;10;211.64;2070.30;196.51;940.70;197.50;30.00
2017-01-26;2017-01-27;11;196.10;1572.20;194.55;1065.90;194.48;52.00
2017-01-26;2017-01-27;12;209.19;1662.80;195.29;1091.20;188.21;53.00
2017-01-26;2017-01-27;13;203.86;1585.30;194.68;1148.90;192.79;59.00
2017-01-26;2017-01-27;14;207.13;1677.40;195.07;1091.40;192.62;63.00
2017-01-26;2017-01-27;15;193.00;1620.90;191.45;1007.30;191.36;22.00
2017-01-26;2017-01-27;16;195.39;1790.70;189.92;1072.40;190.43;7.00
2017-01-26;2017-01-27;17;198.15;1575.50;195.38;948.60;195.97;6.70
2017-01-26;2017-01-27;18;238.09;1572.10;224.83;825.70;230.00;5.00
2017-01-26;2017-01-27;19;200.17;1611.90;195.29;701.90;200.00;5.00
2017-01-26;2017-01-27;20;195.33;1859.80;185.73;1066.20;195.00;5.00
2017-01-26;2017-01-27;21;176.91;1712.70;175.74;1104.80;177.00;5.00
2017-01-26;2017-01-27;22;164.78;1954.70;165.36;1178.90;165.00;5.00
2017-01-26;2017-01-27;23;146.80;2370.70;141.49;1323.10;147.00;5.00
2017-01-26;2017-01-27;24;144.81;2382.20;143.98;1324.20;145.00;5.00
2017-01-27;2017-01-28;01;146.38;2076.90;147.48;272.40;-;-
2017-01-27;2017-01-28;02;139.86;2075.30;141.54;262.50;-;-
2017-01-27;2017-01-28;03;135.87;2524.30;135.84;303.00;-;-
2017-01-27;2017-01-28;04;135.19;2491.00;135.90;257.60;-;-
2017-01-27;2017-01-28;05;135.42;2567.90;135.55;261.20;-;-
2017-01-27;2017-01-28;06;135.38;2533.30;136.63;300.60;-;-
2017-01-27;2017-01-28;07;134.42;1859.10;136.99;448.50;-;-
2017-01-27;2017-01-28;08;137.08;1838.30;140.93;545.90;144.90;10.20
2017-01-27;2017-01-28;09;145.17;1896.60;135.70;892.10;150.00;10.00
2017-01-27;2017-01-28;10;160.40;2097.10;151.42;1142.70;165.00;10.00
2017-01-27;2017-01-28;11;168.42;2380.60;168.28;1117.00;175.00;10.00
2017-01-27;2017-01-28;12;173.89;2464.50;167.49;1146.10;175.00;10.00
2017-01-27;2017-01-28;13;168.35;2329.50;160.66;1143.80;159.27;35.10
2017-01-27;2017-01-28;14;167.97;2224.70;158.48;1128.70;175.00;10.00
2017-01-27;2017-01-28;15;152.26;2119.80;146.63;1138.80;165.00;10.00
2017-01-27;2017-01-28;16;150.49;2220.60;140.23;1088.00;165.00;10.00
2017-01-27;2017-01-28;17;153.16;2164.20;135.70;1163.20;180.00;10.00
2017-01-27;2017-01-28;18;158.03;2110.70;152.29;1105.50;190.00;10.00
2017-01-27;2017-01-28;19;151.13;2330.70;134.87;1002.10;180.00;10.00
2017-01-27;2017-01-28;20;150.47;2293.60;133.65;1144.50;160.00;10.00
2017-01-27;2017-01-28;21;148.99;2584.40;133.61;1145.90;155.00;10.00
2017-01-27;2017-01-28;22;141.17;2316.00;133.31;1088.00;150.00;10.00
2017-01-27;2017-01-28;23;131.47;2084.70;126.64;412.30;-;-
2017-01-27;2017-01-28;24;126.08;2165.90;125.08;285.00;-;-
2017-01-28;2017-01-29;01;130.91;2329.60;136.42;294.10;-;-
2017-01-28;2017-01-29;02;120.29;2381.80;122.00;490.30;-;-
2017-01-28;2017-01-29;03;114.28;2387.20;120.48;680.70;-;-
2017-01-28;2017-01-29;04;114.12;2317.90;119.83;556.00;-;-
2017-01-28;2017-01-29;05;115.09;2485.60;119.66;465.00;-;-
2017-01-28;2017-01-29;06;114.66;2378.50;120.14;633.30;120.14;13.90
2017-01-28;2017-01-29;07;108.39;1845.50;101.24;450.10;105.06;145.00
2017-01-28;2017-01-29;08;114.12;1791.10;119.70;426.20;124.00;0.90
2017-01-28;2017-01-29;09;120.44;1720.90;124.78;475.00;-;-
2017-01-28;2017-01-29;10;132.46;1691.00;126.09;862.30;133.30;20.00
2017-01-28;2017-01-29;11;142.00;1717.30;130.28;1326.60;140.00;50.00
2017-01-28;2017-01-29;12;148.74;2006.50;134.07;1217.10;149.50;20.00
2017-01-28;2017-01-29;13;144.91;1937.40;133.77;1222.00;144.92;25.00
2017-01-28;2017-01-29;14;144.87;2179.30;133.81;1195.30;145.24;65.00
2017-01-28;2017-01-29;15;141.99;2006.40;133.68;1131.70;139.99;159.90
2017-01-28;2017-01-29;16;140.94;1901.00;132.90;1130.30;140.59;124.70
2017-01-28;2017-01-29;17;151.44;2272.00;161.08;1131.80;169.92;375.00
